term,chi_square
цена_NOUN внешний_ADJF,10.932829807409922
экран_NOUN приятный_ADJF,10.932829807409922
использование_NOUN хороший_ADJF,10.932829807409922
хороший_ADJF производительность_NOUN,10.932829807409922
звук_NOUN громкий_ADJF,10.875103612022999
высокий_ADJF разрешение_NOUN,10.836936149941268
динамик_NOUN отличный_ADJF,10.606572517900096
сочный_ADJF цвет_NOUN,10.606572517900096
довольно_ADVB хороший_ADJF,10.606572517900096
экран_NOUN мощный_ADJF,10.561894574444036
звук_NOUN внешний_ADJF,10.561894574444036
ёмкий_ADJF батарея_NOUN,10.509114481253201
дизайн_NOUN качественный_ADJF,10.20385029960625
звук_NOUN чёткий_ADJF,10.20385029960625
чёткий_ADJF изображение_NOUN,10.20385029960625
достаточно_ADVB быстрый_ADJF,10.20385029960625
сенсор_NOUN удобный_ADJF,10.20385029960625
достойный_ADJF камера_NOUN,10.20385029960625
удобный_ADJF дизайн_NOUN,10.20385029960625
звук_NOUN супер_ADJF,10.20385029960625
большой_ADJF достоинство_NOUN,10.20385029960625
удобный_ADJF кнопка_NOUN,9.99718108213315
один_ADJF достоинство_NOUN,9.8895553087038
компактный_ADJF размер_NOUN,9.8895553087038
довольно_ADVB неплохой_ADJF,9.865276150259154
небольшой_ADJF размер_NOUN,9.865276150259154
ёмкий_ADJF аккумулятор_NOUN,9.569158402875408
аппарат_NOUN отличный_ADJF,9.474888535653706
громкий_ADJF камера_NOUN,9.474888535653706
большой_ADJF память_NOUN,9.474888535653706
дисплей_NOUN удобный_ADJF,9.474888535653706
вспышка_NOUN отличный_ADJF,9.474888535653706
гибкий_ADJF настройка_NOUN,9.474888535653706
классный_ADJF экран_NOUN,9.474888535653706
отличный_ADJF динамик_NOUN,9.474888535653706
экран_NOUN шустрый_ADJF,9.474888535653706
отзывчивый_ADJF экран_NOUN,9.474888535653706
динамик_NOUN удобный_ADJF,9.474888535653706
мегапиксельный_ADJF камера_NOUN,9.474888535653706
экран_NOUN лёгкий_ADJF,9.474888535653706
хороший_ADJF цветопередача_NOUN,9.474888535653706
хороший_ADJF железо_NOUN,9.474888535653706
отличный_ADJF железо_NOUN,9.474888535653706
прекрасный_ADJF звук_NOUN,9.474888535653706
превосходный_ADJF качество_NOUN,9.474888535653706
двойной_ADJF вспышка_NOUN,9.474888535653706
приятный_ADJF интерфейс_NOUN,9.173966573225067
экран_NOUN сочный_ADJF,9.173966573225067
технический_ADJF характеристика_NOUN,9.173966573225067
большой_ADJF выбор_NOUN,9.1717629845721
быстрый_ADJF работа_NOUN,8.920906435489288
корпус_NOUN отличный_ADJF,8.745944514904451
стильный_ADJF корпус_NOUN,8.745944514904451
хороший_ADJF цвет_NOUN,8.745944514904451
хороший_ADJF угол_NOUN,8.745944514904451
яркий_ADJF очень_ADVB,8.745944514904451
цвет_NOUN хороший_ADJF,8.745944514904451
отличный_ADJF цена_NOUN,8.745944514904451
приложение_NOUN отличный_ADJF,8.745944514904451
цвет_NOUN яркий_ADJF,8.745944514904451
особенно_ADVB хороший_ADJF,8.745944514904451
классный_ADJF камера_NOUN,8.745944514904451
размер_NOUN хороший_ADJF,8.745944514904451
достоинство_NOUN данный_ADJF,8.745944514904451
красивый_ADJF экран_NOUN,8.745944514904451
съёмный_ADJF аккумулятор_NOUN,8.657399646314378
видео_NOUN хороший_ADJF,8.481818203461687
минеральный_ADJF стекло_NOUN,8.460070822372092
шикарный_ADJF экран_NOUN,8.460070822372092
классный_ADJF дизайн_NOUN,8.01701823671068
дизайн_NOUN большой_ADJF,8.01701823671068
хороший_ADJF видео_NOUN,8.01701823671068
отличный_ADJF очень_ADVB,8.01701823671068
рука_NOUN отличный_ADJF,8.01701823671068
качественный_ADJF корпус_NOUN,8.01701823671068
отличный_ADJF слышимость_NOUN,8.01701823671068
достаточно_ADVB удобный_ADJF,8.01701823671068
доступный_ADJF цена_NOUN,8.01701823671068
отличный_ADJF видео_NOUN,8.01701823671068
достаточно_ADVB яркий_ADJF,8.01701823671068
довольно_ADVB крепкий_ADJF,8.01701823671068
хороший_ADJF процессор_NOUN,8.01701823671068
супер_ADJF звук_NOUN,8.01701823671068
приятный_ADJF мелочь_NOUN,8.01701823671068
шустрый_ADJF проц_NOUN,8.01701823671068
полезный_ADJF штука_NOUN,8.01701823671068
камера_NOUN шустрый_ADJF,8.01701823671068
дизайн_NOUN быстрый_ADJF,8.01701823671068
прекрасный_ADJF экран_NOUN,8.01701823671068
видео_NOUN отличный_ADJF,8.01701823671068
громкий_ADJF стерео_NOUN,8.01701823671068
экран_NOUN неплохой_ADJF,7.995250617443773
камера_NOUN нормальный_ADJF,7.994853551554808
наушник_NOUN хороший_ADJF,7.7960024333703135
очень_ADVB крепкий_ADJF,7.7960024333703135
ёмкостный_ADJF экран_NOUN,7.7800963296054615
удобный_ADJF пользование_NOUN,7.748203103468066
удобный_ADJF эксплуатация_NOUN,7.748203103468066
великолепный_ADJF экран_NOUN,7.748203103468066
полноэкранный_ADJF клавиатура_NOUN,7.748203103468066
вполне_ADVB приличный_ADJF,7.339197873471831
чёткий_ADJF звук_NOUN,7.288109700424617
довольный_ADJF покупка_NOUN,7.288109700424617
большой_ADJF объём_NOUN,7.288109700424617
качество_NOUN отличный_ADJF,7.288109700424617
процессор_NOUN отличный_ADJF,7.288109700424617
цена_NOUN удобный_ADJF,7.288109700424617
интерфейс_NOUN удобный_ADJF,7.288109700424617
телефон_NOUN красивый_ADJF,7.288109700424617
вполне_ADVB хороший_ADJF,7.288109700424617
рука_NOUN громкий_ADJF,7.288109700424617
идеальный_ADJF размер_NOUN,7.288109700424617
хороший_ADJF поддержка_NOUN,7.288109700424617
рука_NOUN большой_ADJF,7.288109700424617
связь_NOUN хороший_ADJF,7.288109700424617
экран_NOUN огромный_ADJF,7.288109700424617
сменный_ADJF панель_NOUN,7.288109700424617
батарея_NOUN отличный_ADJF,7.288109700424617
камера_NOUN быстрый_ADJF,7.288109700424617
процессор_NOUN хороший_ADJF,7.288109700424617
лёгкий_ADJF управление_NOUN,7.288109700424617
камера_NOUN мощный_ADJF,7.288109700424617
аппарат_NOUN хороший_ADJF,7.288109700424617
наличие_NOUN фронтальный_ADJF,7.288109700424617
хороший_ADJF гарнитур_NOUN,7.288109700424617
дисплей_NOUN высокий_ADJF,7.288109700424617
удобный_ADJF корпус_NOUN,7.1150008845382615
очень_ADVB прочный_ADJF,7.1150008845382615
довольно_ADVB громкий_ADJF,7.1150008845382615
удобный_ADJF расположение_NOUN,7.1150008845382615
звук_NOUN качественный_ADJF,7.1150008845382615
довольно_ADVB удобный_ADJF,7.038794191827955
экран_NOUN красивый_ADJF,7.038794191827955
хороший_ADJF фото_NOUN,6.6901097763633555
отличный_ADJF смартфон_NOUN,6.6901097763633555
аккумулятор_NOUN хороший_ADJF,6.559218905398519
неплохой_ADJF динамик_NOUN,6.559218905398519
экран_NOUN прочный_ADJF,6.559218905398519
дизайн_NOUN самый_ADJF,6.559218905398519
ложный_ADJF вызов_NOUN,6.559218905398519
интересный_ADJF функция_NOUN,6.559218905398519
звонок_NOUN хороший_ADJF,6.559218905398519
изображение_NOUN хороший_ADJF,6.559218905398519
вполне_ADVB удобный_ADJF,6.559218905398519
вполне_ADVB достойный_ADJF,6.559218905398519
стойкий_ADJF царапина_NOUN,6.559218905398519
хороший_ADJF интернет_NOUN,6.559218905398519
динамика_NOUN отличный_ADJF,6.559218905398519
наушник_NOUN отличный_ADJF,6.559218905398519
связь_NOUN отличный_ADJF,6.559218905398519
хороший_ADJF связь_NOUN,6.559218905398519
живучий_ADJF батарея_NOUN,6.559218905398519
полезный_ADJF вещь_NOUN,6.559218905398519
достойный_ADJF качество_NOUN,6.559218905398519
рука_NOUN шустрый_ADJF,6.559218905398519
отличный_ADJF поддержка_NOUN,6.559218905398519
использование_NOUN отличный_ADJF,6.559218905398519
удобный_ADJF интуитивно_ADVB,6.559218905398519
хороший_ADJF скорость_NOUN,6.559218905398519
экран_NOUN отзывчивый_ADJF,6.559218905398519
сборка_NOUN качественный_ADJF,6.559218905398519
работа_NOUN отличный_ADJF,6.559218905398519
комплект_NOUN белый_ADJF,6.559218905398519
белый_ADJF чёрный_NOUN,6.559218905398519
корпус_NOUN удобный_ADJF,6.559218905398519
золотой_ADJF середина_NOUN,6.559218905398519
сенсор_NOUN чувствительный_ADJF,6.559218905398519
отличный_ADJF соотношение_NOUN,6.559218905398519
такой_ADJF характеристика_NOUN,6.559218905398519
лёгкий_ADJF очень_ADVB,6.559218905398519
приятно_ADVB удивлённый_ADJF,6.559218905398519
мощный_ADJF аккумулятор_NOUN,6.559218905398519
удобный_ADJF блокировка_NOUN,6.559218905398519
бесплатный_ADJF навигация_NOUN,6.559218905398519
ценовый_ADJF категория_NOUN,6.4873759124501404
сегодняшний_ADJF день_NOUN,6.4873759124501404
качество_NOUN хороший_ADJF,6.4396599932972025
очень_ADVB крутой_ADJF,6.4396599932972025
стабильный_ADJF работа_NOUN,6.4396599932972025
удобный_ADJF функция_NOUN,6.332407409216851
никакой_ADJF люфт_NOUN,6.332407409216851
вполне_ADVB адекватный_ADJF,6.332407409216851
громкий_ADJF музыка_NOUN,6.332407409216851
экран_NOUN нормальный_ADJF,6.332407409216851
отличный_ADJF производительность_NOUN,6.332407409216851
удобный_ADJF оболочка_NOUN,6.332407409216851
интересный_ADJF дизайн_NOUN,5.830345850984674
удобный_ADJF доступ_NOUN,5.830345850984674
приятный_ADJF вид_NOUN,5.830345850984674
куча_NOUN полезный_ADJF,5.830345850984674
смартфон_NOUN хороший_ADJF,5.830345850984674
отличный_ADJF аккумулятор_NOUN,5.830345850984674
дизайн_NOUN яркий_ADJF,5.830345850984674
удобный_ADJF дисплей_NOUN,5.830345850984674
рука_NOUN влитой_ADJF,5.830345850984674
хороший_ADJF соотношение_NOUN,5.830345850984674
память_NOUN удобный_ADJF,5.830345850984674
весьма_ADVB неплохой_ADJF,5.830345850984674
экран_NOUN прекрасный_ADJF,5.830345850984674
прекрасный_ADJF дизайн_NOUN,5.830345850984674
рука_NOUN яркий_ADJF,5.830345850984674
быстрый_ADJF телефон_NOUN,5.830345850984674
сенсор_NOUN быстрый_ADJF,5.830345850984674
вид_NOUN хороший_ADJF,5.830345850984674
сочный_ADJF дисплей_NOUN,5.830345850984674
неплохой_ADJF аккумулятор_NOUN,5.830345850984674
целое_NOUN хороший_ADJF,5.830345850984674
работа_NOUN хороший_ADJF,5.830345850984674
удобный_ADJF набор_NOUN,5.830345850984674
достойный_ADJF аппарат_NOUN,5.830345850984674
экран_NOUN насыщенный_ADJF,5.830345850984674
шикарный_ADJF звук_NOUN,5.830345850984674
громкий_ADJF очень_ADVB,5.830345850984674
большой_ADJF диагональ_NOUN,5.830345850984674
звук_NOUN нормальный_ADJF,5.830345850984674
очень_ADVB привлекательный_ADJF,5.830345850984674
довольно_ADVB мощный_ADJF,5.830345850984674
дизайн_NOUN приятный_ADJF,5.830345850984674
камера_NOUN яркий_ADJF,5.830345850984674
замечательный_ADJF камера_NOUN,5.830345850984674
достаточно_ADVB шустрый_ADJF,5.830345850984674
день_NOUN хороший_ADJF,5.830345850984674
удобный_ADJF работа_NOUN,5.830345850984674
шустрый_ADJF работа_NOUN,5.830345850984674
дизайн_NOUN тонкий_ADJF,5.830345850984674
современный_ADJF игра_NOUN,5.830345850984674
абсолютно_ADVB весь_ADJF,5.830345850984674
двухъядерный_ADJF процессор_NOUN,5.830345850984674
вообще_ADVB отличный_ADJF,5.830345850984674
лёгкий_ADJF экран_NOUN,5.830345850984674
качественный_ADJF картинка_NOUN,5.830345850984674
экран_NOUN оптимальный_ADJF,5.830345850984674
множество_NOUN различный_ADJF,5.830345850984674
отличный_ADJF комплектация_NOUN,5.830345850984674
телефон_NOUN большой_ADJF,5.785314073038945
светодиодный_ADJF вспышка_NOUN,5.785314073038945
другой_ADJF смартфон_NOUN,5.771037805223732
удобный_ADJF навигация_NOUN,5.771037805223732
корпус_NOUN хороший_ADJF,5.771037805223732
камера_NOUN большой_ADJF,5.771037805223732
весь_ADJF параметр_NOUN,5.771037805223732
яркий_ADJF вспышка_NOUN,5.771037805223732
простой_NOUN удобный_ADJF,5.629793851537525
очень_ADVB классный_ADJF,5.629793851537525
внешний_ADJF динамика_NOUN,5.629793851537525
один_ADJF смартфон_NOUN,5.629793851537525
телефон_NOUN неплохой_ADJF,5.629793851537525
похожий_ADJF айфон_NOUN,5.629793851537525
экран_NOUN замечательный_ADJF,5.629793851537525
свой_ADJF время_NOUN,5.318482877712871
другой_ADJF отзыв_NOUN,5.110474511554343
экран_NOUN самый_ADJF,5.110474511554343
очень_ADVB отзывчивый_ADJF,5.110474511554343
свой_ADJF цена_NOUN,5.110474511554343
куча_NOUN всякий_ADJF,5.110474511554343
приложение_NOUN хороший_ADJF,5.110474511554343
батарея_NOUN хороший_ADJF,5.110474511554343
удобный_ADJF штука_NOUN,5.110474511554343
отличный_ADJF аппарат_NOUN,5.110474511554343
интернет_NOUN отличный_ADJF,5.101490536535401
контрастный_ADJF экран_NOUN,5.101490536535401
удобный_ADJF форма_NOUN,5.101490536535401
штатный_ADJF наушник_NOUN,5.101490536535401
удобный_ADJF виджет_NOUN,5.101490536535401
удобный_ADJF быстро_ADVB,5.101490536535401
ёмкостный_ADJF сенсор_NOUN,5.101490536535401
модель_NOUN отличный_ADJF,5.101490536535401
хороший_ADJF микрофон_NOUN,5.101490536535401
хороший_ADJF работа_NOUN,5.101490536535401
необходимый_ADJF функция_NOUN,5.101490536535401
цена_NOUN неплохой_ADJF,5.101490536535401
хороший_ADJF функционал_NOUN,5.101490536535401
долгий_ADJF батарея_NOUN,5.101490536535401
отлично_ADVB хороший_ADJF,5.101490536535401
процессор_NOUN яркий_ADJF,5.101490536535401
весь_ADJF привет_NOUN,5.101490536535401
неплохой_ADJF наушник_NOUN,5.101490536535401
собранный_ADJF качественно_ADVB,5.101490536535401
очень_ADVB стильный_ADJF,5.101490536535401
хороший_ADJF стекло_NOUN,5.101490536535401
довольно_ADVB прочный_ADJF,5.101490536535401
стандартный_ADJF разъём_NOUN,5.101490536535401
камера_NOUN прекрасный_ADJF,5.101490536535401
красивый_ADJF очень_ADVB,5.101490536535401
динамик_NOUN яркий_ADJF,5.101490536535401
супер_ADJF очень_ADVB,5.101490536535401
великолепный_ADJF качество_NOUN,5.101490536535401
куча_NOUN бесплатный_ADJF,5.101490536535401
вид_NOUN удобный_ADJF,5.101490536535401
производительность_NOUN хороший_ADJF,5.101490536535401
отличный_ADJF смарт_NOUN,5.101490536535401
хороший_ADJF слышимость_NOUN,5.101490536535401
приличный_ADJF звук_NOUN,5.101490536535401
довольно_ADVB качественный_ADJF,5.101490536535401
классный_ADJF телефон_NOUN,5.101490536535401
цвет_NOUN отличный_ADJF,5.101490536535401
сенсор_NOUN громкий_ADJF,5.101490536535401
отличный_ADJF разрешение_NOUN,5.101490536535401
размер_NOUN оптимальный_ADJF,5.101490536535401
цена_NOUN приемлемый_ADJF,5.101490536535401
полный_ADJF набор_NOUN,5.101490536535401
небольшой_ADJF вес_NOUN,5.101490536535401
уровень_NOUN хороший_ADJF,5.101490536535401
прочный_ADJF экран_NOUN,5.101490536535401
мп_NOUN хороший_ADJF,5.101490536535401
прекрасный_ADJF камера_NOUN,5.101490536535401
лёгкий_ADJF удобно_ADVB,5.101490536535401
быстрый_ADJF скорость_NOUN,5.101490536535401
никакой_ADJF лаг_NOUN,5.101490536535401
процессор_NOUN шустрый_ADJF,5.101490536535401
красивый_ADJF дисплей_NOUN,5.101490536535401
быстрый_ADJF проц_NOUN,5.101490536535401
яркий_ADJF камера_NOUN,5.101490536535401
нормальный_ADJF батарея_NOUN,5.101490536535401
ценовый_ADJF сегмент_NOUN,5.101490536535401
отличный_ADJF гарнитур_NOUN,5.101490536535401
экран_NOUN крепкий_ADJF,5.101490536535401
камера_NOUN внешний_ADJF,5.101490536535401
отличный_ADJF размер_NOUN,5.101490536535401
хороший_ADJF рынок_NOUN,5.101490536535401
фото_NOUN отличный_ADJF,5.101490536535401
отличный_ADJF цветопередача_NOUN,5.101490536535401
процессор_NOUN мощный_ADJF,5.101490536535401
насыщенный_ADJF экран_NOUN,5.101490536535401
работа_NOUN неплохой_ADJF,5.101490536535401
удобный_ADJF фишка_NOUN,5.101490536535401
громкий_ADJF телефон_NOUN,5.101490536535401
качественный_ADJF динамика_NOUN,5.101490536535401
комплектация_NOUN хороший_ADJF,5.101490536535401
практически_ADVB весь_ADJF,5.033352643622072
динамика_NOUN громкий_ADJF,4.931977740711166
хороший_ADJF батарейка_NOUN,4.931977740711166
интернет_NOUN быстрый_ADJF,4.931977740711166
меню_NOUN удобный_ADJF,4.931977740711166
один_ADJF царапинка_NOUN,4.931977740711166
отличный_ADJF приём_NOUN,4.931977740711166
очень_ADVB приличный_ADJF,4.931977740711166
больший_ADJF разрешение_NOUN,4.931977740711166
никакой_ADJF глюк_NOUN,4.79621152790994
использование_NOUN один_ADJF,4.79621152790994
супер_ADJF амолёд_NOUN,4.79621152790994
очень_ADVB чёткий_ADJF,4.599126604954261
комплект_NOUN хороший_ADJF,4.459693215492515
качественный_ADJF материал_NOUN,4.459693215492515
качественный_ADJF наушник_NOUN,4.459693215492515
всякий_ADJF приложение_NOUN,4.459693215492515
звук_NOUN чистый_ADJF,4.459693215492515
большой_ADJF разрешение_NOUN,4.459693215492515
быстрый_ADJF доступ_NOUN,4.400262861657513
сравнение_NOUN другой_ADJF,4.400262861657513
телефон_NOUN супер_ADJF,4.400262861657513
телефон_NOUN прекрасный_ADJF,4.372652961403053
динамик_NOUN неплохой_ADJF,4.372652961403053
интерфейс_NOUN отличный_ADJF,4.372652961403053
рука_NOUN неплохой_ADJF,4.372652961403053
бесплатный_ADJF карта_NOUN,4.372652961403053
покупка_NOUN довольный_ADJF,4.372652961403053
звук_NOUN замечательный_ADJF,4.372652961403053
аккумулятор_NOUN удобный_ADJF,4.372652961403053
софт_NOUN отличный_ADJF,4.372652961403053
карта_NOUN хороший_ADJF,4.372652961403053
приличный_ADJF качество_NOUN,4.372652961403053
хороший_ADJF эргономика_NOUN,4.372652961403053
достойный_ADJF уровень_NOUN,4.372652961403053
остальной_ADJF достоинство_NOUN,4.372652961403053
привлекательный_ADJF дизайн_NOUN,4.372652961403053
небольшой_ADJF деньга_NOUN,4.372652961403053
сборка_NOUN никакой_ADJF,4.372652961403053
звук_NOUN яркий_ADJF,4.372652961403053
сенсор_NOUN шустрый_ADJF,4.372652961403053
